"X","participant_id","exp_trial_type","block_n","trial_n","trial_index","time_elapsed","partner_id","object","label","object_choices","object_selected","score","rt","condition","pair_id","key_feature","predicted"
26423,"p133","director",1,23,117,406806,"p155","pentagon_grey","pentagon","","",NA,1908.90000003576,"random_associations","p133-p155","grey",NA
26425,"p133","director",1,25,124,422158,"p155","circle_grey","circle","","",NA,1897.69999998808,"random_associations","p133-p155","grey",NA
26427,"p133","director",1,27,131,438109,"p155","diamond_grey","diamond","","",NA,2386.90000003576,"random_associations","p133-p155","grey",NA
26429,"p133","director",1,29,138,452213,"p155","pentagon_red","pentagon","","",NA,1740.40000003576,"random_associations","p133-p155","red",NA
26431,"p133","director",1,31,145,466117,"p155","star_yellow","star","","",NA,1815.80000001192,"random_associations","p133-p155","yellow",NA
26433,"p133","director",1,33,152,480213,"p155","pentagon_pink","pentagon","","",NA,1388.5,"random_associations","p133-p155","pink",NA
26435,"p133","director",1,35,159,494589,"p155","diamond_grey","diamond","","",NA,2332.30000001192,"random_associations","p133-p155","grey",NA
26437,"p133","director",1,37,166,508309,"p155","star_pink","star","","",NA,1472.60000002384,"random_associations","p133-p155","pink",NA
26439,"p133","director",1,39,173,521301,"p155","circle_red","circle","","",NA,1292.30000001192,"random_associations","p133-p155","red",NA
26441,"p133","director",1,41,180,537429,"p155","star_grey","star","","",NA,3927.60000002384,"random_associations","p133-p155","grey",NA
26443,"p133","director",1,43,187,551661,"p155","pentagon_grey","pentagon","","",NA,1238.5,"random_associations","p133-p155","grey",NA
26445,"p133","director",1,45,194,566732,"p155","circle_red","circle","","",NA,1310.09999996424,"random_associations","p133-p155","red",NA
26447,"p133","director",1,47,201,581700,"p155","diamond_yellow","diamond","","",NA,2337.5,"random_associations","p133-p155","yellow",NA
26449,"p133","director",1,49,208,598917,"p155","diamond_grey","diamond","","",NA,2811.39999997616,"random_associations","p133-p155","grey",NA
26451,"p133","director",1,51,215,614972,"p155","star_grey","star","","",NA,2386.20000004768,"random_associations","p133-p155","grey",NA
26453,"p133","director",1,53,222,636516,"p155","circle_grey","circle","","",NA,5297.69999998808,"random_associations","p133-p155","grey",NA
26455,"p133","director",1,55,229,657428,"p155","pentagon_pink","pentagon","","",NA,5543,"random_associations","p133-p155","pink",NA
26457,"p133","director",1,57,236,673244,"p155","circle_yellow","circle","","",NA,3475.10000002384,"random_associations","p133-p155","yellow",NA
26459,"p133","director",1,59,243,687132,"p155","pentagon_grey","pentagon","","",NA,1239.60000002384,"random_associations","p133-p155","grey",NA
26461,"p133","director",1,61,250,701580,"p155","diamond_grey","diamond","","",NA,2375.5,"random_associations","p133-p155","grey",NA
26463,"p133","director",1,63,257,718027,"p155","star_red","star","","",NA,3440.20000004768,"random_associations","p133-p155","red",NA
26465,"p133","director",1,65,264,736827,"p155","pentagon_pink","pentagon","","",NA,4957.19999998808,"random_associations","p133-p155","pink",NA
26467,"p133","director",1,67,271,769163,"p155","diamond_pink","diamond","","",NA,15418.1000000238,"random_associations","p133-p155","pink",NA
26469,"p133","director",1,69,278,788755,"p155","circle_yellow","circle","","",NA,6095.29999995232,"random_associations","p133-p155","yellow",NA
26471,"p133","director",1,71,285,806475,"p155","star_pink","star","","",NA,4682.39999997616,"random_associations","p133-p155","pink",NA
26473,"p133","director",2,73,294,832282,"p155","splat_grey","pentagon","","",NA,5620.10000002384,"random_associations","p133-p155","grey",0
26475,"p133","director",2,75,301,855571,"p155","splat_yellow","diamond","","",NA,2777.10000002384,"random_associations","p133-p155","yellow",0
26477,"p133","director",2,77,308,879874,"p155","splat_pink","diamond","","",NA,2001.30000001192,"random_associations","p133-p155","pink",0
26479,"p133","director",2,79,315,895666,"p155","splat_red","pentagon","","",NA,1705.19999998808,"random_associations","p133-p155","red",0
26481,"p133","director",2,81,322,913362,"p155","splat_pink","circle","","",NA,2265,"random_associations","p133-p155","pink",0
26483,"p133","director",2,83,329,935770,"p155","splat_grey","diamond","","",NA,6053.59999996424,"random_associations","p133-p155","grey",1
26485,"p133","director",2,85,336,956770,"p155","splat_red","pentagon","","",NA,3267.5,"random_associations","p133-p155","red",0
26487,"p133","director",2,87,343,978362,"p155","splat_yellow","star","","",NA,1397.89999997616,"random_associations","p133-p155","yellow",1
26489,"p133","director",2,89,350,997098,"p155","splat_yellow","star","","",NA,1337.80000001192,"random_associations","p133-p155","yellow",1
26491,"p133","director",2,91,357,1013586,"p155","splat_pink","circle","","",NA,1777.5,"random_associations","p133-p155","pink",0
26493,"p133","director",2,93,364,1035073,"p155","splat_red","diamond","","",NA,9459.90000003576,"random_associations","p133-p155","red",0
26495,"p133","director",2,95,371,1060145,"p155","splat_grey","diamond","","",NA,2960.69999998808,"random_associations","p133-p155","grey",1
26497,"p133","director",2,97,378,1078649,"p155","splat_red","pentagon","","",NA,3783.19999998808,"random_associations","p133-p155","red",0
26499,"p133","director",2,99,385,1099553,"p155","splat_grey","diamond","","",NA,8194.5,"random_associations","p133-p155","grey",1
26501,"p133","director",2,101,392,1116369,"p155","splat_yellow","star","","",NA,2481,"random_associations","p133-p155","yellow",1
26503,"p133","director",2,103,399,1132937,"p155","splat_pink","circle","","",NA,2603.90000003576,"random_associations","p133-p155","pink",0
26505,"p133","director",3,105,406,1148513,"p155","circle_pink","circle","","",NA,1299.60000002384,"random_associations","p133-p155","pink",1
26507,"p133","director",3,107,413,1179777,"p155","circle_red","pentagon","","",NA,3465.59999996424,"random_associations","p133-p155","red",1
26509,"p133","director",3,109,420,1199312,"p155","pentagon_grey","pentagon","","",NA,3347.09999996424,"random_associations","p133-p155","grey",0
26511,"p133","director",3,111,427,1218552,"p155","star_yellow","star","","",NA,2161.70000004768,"random_associations","p133-p155","yellow",1
26513,"p133","director",3,113,434,1244936,"p155","circle_red","pentagon","","",NA,8979,"random_associations","p133-p155","red",1
26515,"p133","director",3,115,441,1259472,"p155","star_yellow","star","","",NA,1727.79999995232,"random_associations","p133-p155","yellow",1
26517,"p133","director",3,117,448,1276816,"p155","star_grey","diamond","","",NA,2607.89999997616,"random_associations","p133-p155","grey",1
26519,"p133","director",3,119,455,1299664,"p155","pentagon_pink","circle","","",NA,5069.5,"random_associations","p133-p155","pink",1
26521,"p133","director",3,121,462,1322080,"p155","pentagon_pink","circle","","",NA,6626.09999996424,"random_associations","p133-p155","pink",1
26523,"p133","director",3,123,469,1336903,"p155","pentagon_yellow","star","","",NA,2032.5,"random_associations","p133-p155","yellow",1
26525,"p133","director",3,125,476,1358207,"p155","circle_grey","circle","","",NA,2191.59999996424,"random_associations","p133-p155","grey",0
26527,"p133","director",3,127,483,1379703,"p155","diamond_red","pentagon","","",NA,1818.09999996424,"random_associations","p133-p155","red",1
26529,"p133","director",3,129,490,1401215,"p155","circle_grey","diamond","","",NA,2202.19999998808,"random_associations","p133-p155","grey",1
26531,"p133","director",3,131,497,1423383,"p155","diamond_red","pentagon","","",NA,7711.19999998808,"random_associations","p133-p155","red",1
26533,"p133","director",3,133,504,1444263,"p155","star_yellow","star","","",NA,3921.69999998808,"random_associations","p133-p155","yellow",1
26535,"p133","director",3,135,511,1462847,"p155","diamond_pink","circle","","",NA,3416.30000001192,"random_associations","p133-p155","pink",1
26537,"p133","director",4,137,520,1488143,"p155","volcano","diamond","","",NA,6436,"random_associations","p133-p155","volcano",0
26539,"p133","director",4,139,527,1515966,"p155","banana","star","","",NA,4150.80000001192,"random_associations","p133-p155","banana",1
26541,"p133","director",4,141,534,1542534,"p155","city","diamond","","",NA,7368.19999998808,"random_associations","p133-p155","city",1
26543,"p133","director",4,143,541,1562742,"p155","pig","circle","","",NA,1613,"random_associations","p133-p155","pig",1
26545,"p133","director",4,145,548,1580414,"p155","city","diamond","","",NA,3689.80000001192,"random_associations","p133-p155","city",1
26547,"p133","director",4,147,555,1598014,"p155","pig","circle","","",NA,3144.60000002384,"random_associations","p133-p155","pig",1
26549,"p133","director",4,149,562,1613853,"p155","banana","star","","",NA,1691.69999998808,"random_associations","p133-p155","banana",1
26551,"p133","director",4,151,569,1630349,"p155","volcano","pentagon","","",NA,2260.90000003576,"random_associations","p133-p155","volcano",1
26553,"p133","director",4,153,576,1647093,"p155","volcano","pentagon","","",NA,3957.89999997616,"random_associations","p133-p155","volcano",1
26555,"p133","director",4,155,583,1671445,"p155","banana","star","","",NA,5263.20000004768,"random_associations","p133-p155","banana",1
26557,"p133","director",4,157,590,1685205,"p155","pig","circle","","",NA,1937.60000002384,"random_associations","p133-p155","pig",1
26559,"p133","director",4,159,597,1700549,"p155","city","diamond","","",NA,2971.80000001192,"random_associations","p133-p155","city",1
26561,"p133","director",4,161,604,1716317,"p155","banana","star","","",NA,2785.69999998808,"random_associations","p133-p155","banana",1
26563,"p133","director",4,163,611,1734573,"p155","volcano","pentagon","","",NA,1738.30000001192,"random_associations","p133-p155","volcano",1
26565,"p133","director",4,165,618,1754173,"p155","pig","circle","","",NA,3943,"random_associations","p133-p155","pig",1
26567,"p133","director",4,167,625,1769637,"p155","city","diamond","","",NA,2327.19999998808,"random_associations","p133-p155","city",1
26569,"p133","director",5,169,632,1790509,"p155","angry","pentagon","","",NA,6459.60000002384,"random_associations","p133-p155","angry",1
26571,"p133","director",5,171,639,1817253,"p155","happy","star","","",NA,2225,"random_associations","p133-p155","happy",1
26573,"p133","director",5,173,646,1837700,"p155","inlove","circle","","",NA,3372,"random_associations","p133-p155","inlove",1
26575,"p133","director",5,175,653,1859276,"p155","sad","diamond","","",NA,2275.30000001192,"random_associations","p133-p155","sad",1
26577,"p133","director",5,177,660,1878844,"p155","sad","diamond","","",NA,3950.09999996424,"random_associations","p133-p155","sad",1
26579,"p133","director",5,179,667,1899724,"p155","happy","star","","",NA,5524.09999996424,"random_associations","p133-p155","happy",1
26581,"p133","director",5,181,674,1916380,"p155","inlove","circle","","",NA,3183.80000001192,"random_associations","p133-p155","inlove",1
26583,"p133","director",5,183,681,1944268,"p155","angry","pentagon","","",NA,13455.2999999523,"random_associations","p133-p155","angry",1
26585,"p133","director",5,185,688,1960131,"p155","happy","star","","",NA,1329.09999996424,"random_associations","p133-p155","happy",1
26587,"p133","director",5,187,695,1973883,"p155","inlove","circle","","",NA,1583.5,"random_associations","p133-p155","inlove",1
26589,"p133","director",5,189,702,1997019,"p155","angry","pentagon","","",NA,1814.69999998808,"random_associations","p133-p155","angry",1
26591,"p133","director",5,191,709,2014987,"p155","sad","diamond","","",NA,3041.80000001192,"random_associations","p133-p155","sad",1
26593,"p133","director",5,193,716,2030755,"p155","sad","diamond","","",NA,1807.19999998808,"random_associations","p133-p155","sad",1
26595,"p133","director",5,195,723,2049827,"p155","happy","star","","",NA,2386,"random_associations","p133-p155","happy",1
26597,"p133","director",5,197,730,2069243,"p155","inlove","circle","","",NA,2317.5,"random_associations","p133-p155","inlove",1
26599,"p133","director",5,199,737,2085266,"p155","angry","pentagon","","",NA,1758.30000001192,"random_associations","p133-p155","angry",1
26609,"p134","director",1,9,67,316683,"p024","star_red","star","","",NA,1997.89999997616,"fixed_associations","p024-p134","red",NA
26611,"p134","director",1,11,74,331503,"p024","square_grey","square","","",NA,1934.70000004768,"fixed_associations","p024-p134","grey",NA
26613,"p134","director",1,13,81,346856,"p024","cross_pink","cross","","",NA,1777.60000002384,"fixed_associations","p024-p134","pink",NA
26615,"p134","director",1,15,88,361533,"p024","hexagon_yellow","hexagon","","",NA,1264.39999997616,"fixed_associations","p024-p134","yellow",NA
26617,"p134","director",1,17,95,375836,"p024","star_red","star","","",NA,1078.19999992847,"fixed_associations","p024-p134","red",NA
26619,"p134","director",1,19,102,391271,"p024","square_grey","square","","",NA,1859.5,"fixed_associations","p024-p134","grey",NA
26621,"p134","director",1,21,109,408438,"p024","cross_pink","cross","","",NA,1401,"fixed_associations","p024-p134","pink",NA
26623,"p134","director",1,23,116,421713,"p024","hexagon_yellow","hexagon","","",NA,1301.59999990463,"fixed_associations","p024-p134","yellow",NA
26625,"p134","director",1,25,123,435656,"p024","star_red","star","","",NA,1168.10000002384,"fixed_associations","p024-p134","red",NA
26627,"p134","director",1,27,130,449493,"p024","hexagon_yellow","hexagon","","",NA,1435,"fixed_associations","p024-p134","yellow",NA
26629,"p134","director",1,29,137,463691,"p024","cross_pink","cross","","",NA,1168.60000002384,"fixed_associations","p024-p134","pink",NA
26631,"p134","director",1,31,144,475998,"p024","square_grey","square","","",NA,1131.60000002384,"fixed_associations","p024-p134","grey",NA
26633,"p134","director",1,33,151,488486,"p024","cross_pink","cross","","",NA,1033.5,"fixed_associations","p024-p134","pink",NA
26635,"p134","director",1,35,158,501033,"p024","star_red","star","","",NA,1025.29999995232,"fixed_associations","p024-p134","red",NA
26637,"p134","director",1,37,165,513723,"p024","hexagon_yellow","hexagon","","",NA,1246.40000009537,"fixed_associations","p024-p134","yellow",NA
26639,"p134","director",1,39,172,526406,"p024","square_grey","square","","",NA,1025.79999995232,"fixed_associations","p024-p134","grey",NA
26641,"p134","director",1,41,179,539089,"p024","star_red","star","","",NA,1175.5,"fixed_associations","p024-p134","red",NA
26643,"p134","director",1,43,186,551599,"p024","cross_pink","cross","","",NA,1191.30000007153,"fixed_associations","p024-p134","pink",NA
26645,"p134","director",1,45,193,563674,"p024","square_grey","square","","",NA,1113.5,"fixed_associations","p024-p134","grey",NA
26647,"p134","director",1,47,200,576911,"p024","hexagon_yellow","hexagon","","",NA,1333.20000004768,"fixed_associations","p024-p134","yellow",NA
26649,"p134","director",1,49,207,589812,"p024","star_red","star","","",NA,1101.30000007153,"fixed_associations","p024-p134","red",NA
26651,"p134","director",1,51,214,604077,"p024","hexagon_yellow","hexagon","","",NA,1200.39999997616,"fixed_associations","p024-p134","yellow",NA
26653,"p134","director",1,53,221,617621,"p024","cross_pink","cross","","",NA,1014.10000002384,"fixed_associations","p024-p134","pink",NA
26655,"p134","director",1,55,228,634106,"p024","square_grey","square","","",NA,927.100000023842,"fixed_associations","p024-p134","grey",NA
26657,"p134","director",1,57,235,648387,"p024","cross_pink","cross","","",NA,1097.10000002384,"fixed_associations","p024-p134","pink",NA
26659,"p134","director",1,59,242,664625,"p024","star_red","star","","",NA,1118.39999997616,"fixed_associations","p024-p134","red",NA
26661,"p134","director",1,61,249,678927,"p024","hexagon_yellow","hexagon","","",NA,1153.79999995232,"fixed_associations","p024-p134","yellow",NA
26663,"p134","director",1,63,256,693043,"p024","square_grey","square","","",NA,1159.30000007153,"fixed_associations","p024-p134","grey",NA
26665,"p134","director",1,65,263,708313,"p024","square_grey","square","","",NA,1100.80000007153,"fixed_associations","p024-p134","grey",NA
26667,"p134","director",1,67,270,727407,"p024","hexagon_yellow","hexagon","","",NA,1788.29999995232,"fixed_associations","p024-p134","yellow",NA
26669,"p134","director",1,69,277,740075,"p024","star_red","star","","",NA,809.5,"fixed_associations","p024-p134","red",NA
26671,"p134","director",1,71,284,752698,"p024","cross_pink","cross","","",NA,917.100000023842,"fixed_associations","p024-p134","pink",NA
26673,"p134","director",2,73,293,773862,"p024","splat_red","star","","",NA,6131.60000002384,"fixed_associations","p024-p134","red",1
26675,"p134","director",2,75,300,800937,"p024","splat_grey","cross","","",NA,2102.5,"fixed_associations","p024-p134","grey",0
26677,"p134","director",2,77,307,820527,"p024","splat_yellow","star","","",NA,2864.5,"fixed_associations","p024-p134","yellow",0
26679,"p134","director",2,79,314,839045,"p024","splat_pink","hexagon","","",NA,2191.69999992847,"fixed_associations","p024-p134","pink",0
26681,"p134","director",2,81,321,864418,"p024","splat_red","star","","",NA,2405.59999990463,"fixed_associations","p024-p134","red",1
26683,"p134","director",2,83,328,883896,"p024","splat_yellow","star","","",NA,4552,"fixed_associations","p024-p134","yellow",0
26685,"p134","director",2,85,335,903696,"p024","splat_pink","square","","",NA,2696.5,"fixed_associations","p024-p134","pink",0
26687,"p134","director",2,87,342,919303,"p024","splat_grey","square","","",NA,1557.29999995232,"fixed_associations","p024-p134","grey",1
26689,"p134","director",2,89,349,937634,"p024","splat_pink","hexagon","","",NA,3255.19999992847,"fixed_associations","p024-p134","pink",0
26691,"p134","director",2,91,356,952596,"p024","splat_yellow","star","","",NA,1822.70000004768,"fixed_associations","p024-p134","yellow",0
26693,"p134","director",2,93,363,969846,"p024","splat_red","cross","","",NA,4451,"fixed_associations","p024-p134","red",0
26695,"p134","director",2,95,370,984718,"p024","splat_grey","square","","",NA,1167.20000004768,"fixed_associations","p024-p134","grey",1
26697,"p134","director",2,97,377,1004564,"p024","splat_pink","hexagon","","",NA,3340.29999995232,"fixed_associations","p024-p134","pink",0
26699,"p134","director",2,99,384,1021956,"p024","splat_red","cross","","",NA,1223.39999997616,"fixed_associations","p024-p134","red",0
26701,"p134","director",2,101,391,1036964,"p024","splat_grey","square","","",NA,894.299999952316,"fixed_associations","p024-p134","grey",1
26703,"p134","director",2,103,398,1052316,"p024","splat_yellow","star","","",NA,1210.5,"fixed_associations","p024-p134","yellow",0
26705,"p134","director",3,105,405,1076578,"p024","hexagon_grey","square","","",NA,9990.10000002384,"fixed_associations","p024-p134","grey",1
26707,"p134","director",3,107,412,1097438,"p024","star_yellow","star","","",NA,1657.69999992847,"fixed_associations","p024-p134","yellow",1
26709,"p134","director",3,109,419,1117514,"p024","star_pink","hexagon","","",NA,2184.20000004768,"fixed_associations","p024-p134","pink",1
26711,"p134","director",3,111,426,1136219,"p024","hexagon_red","cross","","",NA,2361.5,"fixed_associations","p024-p134","red",1
26713,"p134","director",3,113,433,1156589,"p024","star_pink","hexagon","","",NA,2488,"fixed_associations","p024-p134","pink",1
26715,"p134","director",3,115,440,1176224,"p024","cross_grey","square","","",NA,1935.69999992847,"fixed_associations","p024-p134","grey",1
26717,"p134","director",3,117,447,1192882,"p024","cross_yellow","star","","",NA,1339.10000002384,"fixed_associations","p024-p134","yellow",1
26719,"p134","director",3,119,454,1211392,"p024","square_red","cross","","",NA,1596.70000004768,"fixed_associations","p024-p134","red",1
26721,"p134","director",3,121,461,1227097,"p024","square_red","cross","","",NA,1208.20000004768,"fixed_associations","p024-p134","red",1
26723,"p134","director",3,123,468,1244549,"p024","square_pink","hexagon","","",NA,1986.79999995232,"fixed_associations","p024-p134","pink",1
26725,"p134","director",3,125,475,1264109,"p024","square_yellow","star","","",NA,1782.39999997616,"fixed_associations","p024-p134","yellow",1
26727,"p134","director",3,127,482,1277625,"p024","cross_grey","square","","",NA,1227.29999995232,"fixed_associations","p024-p134","grey",1
26729,"p134","director",3,129,489,1295954,"p024","cross_grey","square","","",NA,1243.70000004768,"fixed_associations","p024-p134","grey",1
26731,"p134","director",3,131,496,1311893,"p024","hexagon_pink","hexagon","","",NA,2577.5,"fixed_associations","p024-p134","pink",1
26733,"p134","director",3,133,503,1332697,"p024","cross_yellow","star","","",NA,1425.90000009537,"fixed_associations","p024-p134","yellow",1
26735,"p134","director",3,135,510,1351215,"p024","cross_red","cross","","",NA,1986.39999997616,"fixed_associations","p024-p134","red",1
26737,"p134","director",4,137,519,1378327,"p024","banana","star","","",NA,2617.20000004768,"fixed_associations","p024-p134","banana",1
26739,"p134","director",4,139,526,1405358,"p024","city","square","","",NA,1788.39999997616,"fixed_associations","p024-p134","city",1
26741,"p134","director",4,141,533,1420290,"p024","pig","hexagon","","",NA,1985.30000007153,"fixed_associations","p024-p134","pig",1
26743,"p134","director",4,143,540,1438568,"p024","volcano","cross","","",NA,1653,"fixed_associations","p024-p134","volcano",1
26745,"p134","director",4,145,547,1454550,"p024","volcano","cross","","",NA,1454,"fixed_associations","p024-p134","volcano",1
26747,"p134","director",4,147,554,1470586,"p024","city","square","","",NA,2801.90000009537,"fixed_associations","p024-p134","city",1
26749,"p134","director",4,149,561,1484716,"p024","banana","star","","",NA,1498.5,"fixed_associations","p024-p134","banana",1
26751,"p134","director",4,151,568,1499056,"p024","pig","hexagon","","",NA,2165.70000004768,"fixed_associations","p024-p134","pig",1
26753,"p134","director",4,153,575,1516156,"p024","pig","hexagon","","",NA,2813.09999990463,"fixed_associations","p024-p134","pig",1
26755,"p134","director",4,155,582,1530225,"p024","volcano","cross","","",NA,1429.70000004768,"fixed_associations","p024-p134","volcano",1
26757,"p134","director",4,157,589,1543928,"p024","city","square","","",NA,1629.29999995232,"fixed_associations","p024-p134","city",1
26759,"p134","director",4,159,596,1559626,"p024","banana","star","","",NA,1171.39999997616,"fixed_associations","p024-p134","banana",1
26761,"p134","director",4,161,603,1574828,"p024","pig","hexagon","","",NA,1664.89999997616,"fixed_associations","p024-p134","pig",1
26763,"p134","director",4,163,610,1588726,"p024","banana","star","","",NA,1146.89999997616,"fixed_associations","p024-p134","banana",1
26765,"p134","director",4,165,617,1606418,"p024","volcano","cross","","",NA,3241.29999995232,"fixed_associations","p024-p134","volcano",1
26767,"p134","director",4,167,624,1621703,"p024","city","square","","",NA,2110.60000002384,"fixed_associations","p024-p134","city",1
26769,"p134","director",5,169,631,1642606,"p024","happy","cross","","",NA,7532.19999992847,"fixed_associations","p024-p134","happy",0
26771,"p134","director",5,171,638,1666306,"p024","inlove","star","","",NA,2213.20000004768,"fixed_associations","p024-p134","inlove",0
26773,"p134","director",5,173,645,1685528,"p024","sad","cross","","",NA,1526.30000007153,"fixed_associations","p024-p134","sad",0
26775,"p134","director",5,175,652,1709026,"p024","angry","hexagon","","",NA,7030.60000002384,"fixed_associations","p024-p134","angry",0
26777,"p134","director",5,177,659,1732291,"p024","inlove","star","","",NA,6216.59999990463,"fixed_associations","p024-p134","inlove",0
26779,"p134","director",5,179,666,1748355,"p024","sad","cross","","",NA,1246.60000002384,"fixed_associations","p024-p134","sad",0
26781,"p134","director",5,181,673,1768456,"p024","angry","hexagon","","",NA,4383.20000004768,"fixed_associations","p024-p134","angry",0
26783,"p134","director",5,183,680,1787783,"p024","happy","star","","",NA,3365.89999997616,"fixed_associations","p024-p134","happy",1
26785,"p134","director",5,185,687,1805123,"p024","sad","cross","","",NA,1204.60000002384,"fixed_associations","p024-p134","sad",0
26787,"p134","director",5,187,694,1820612,"p024","inlove","star","","",NA,1359.09999990463,"fixed_associations","p024-p134","inlove",0
26789,"p134","director",5,189,701,1836017,"p024","happy","star","","",NA,1964.40000009537,"fixed_associations","p024-p134","happy",1
26791,"p134","director",5,191,708,1850418,"p024","angry","hexagon","","",NA,1263.60000002384,"fixed_associations","p024-p134","angry",0
26793,"p134","director",5,193,715,1871814,"p024","inlove","hexagon","","",NA,6551.80000007153,"fixed_associations","p024-p134","inlove",1
26795,"p134","director",5,195,722,1893879,"p024","happy","cross","","",NA,1378.39999997616,"fixed_associations","p024-p134","happy",0
26797,"p134","director",5,197,729,1913312,"p024","sad","cross","","",NA,3395.60000002384,"fixed_associations","p024-p134","sad",0
26799,"p134","director",5,199,736,1929445,"p024","angry","hexagon","","",NA,1261.5,"fixed_associations","p024-p134","angry",0
26810,"p135","director",1,10,70,594423,"p142","pentagon_pink","pentagon","","",NA,1114.39999997616,"fixed_associations","p135-p142","pink",NA
26812,"p135","director",1,12,77,607683,"p142","circle_yellow","circle","","",NA,1087,"fixed_associations","p135-p142","yellow",NA
26814,"p135","director",1,14,84,623315,"p142","star_grey","star","","",NA,1982.80000001192,"fixed_associations","p135-p142","grey",NA
26816,"p135","director",1,16,91,638092,"p142","cross_red","cross","","",NA,1892.39999997616,"fixed_associations","p135-p142","red",NA
26818,"p135","director",1,18,98,653060,"p142","pentagon_pink","pentagon","","",NA,2102.89999997616,"fixed_associations","p135-p142","pink",NA
26820,"p135","director",1,20,105,668611,"p142","circle_yellow","circle","","",NA,1271.19999998808,"fixed_associations","p135-p142","yellow",NA
26822,"p135","director",1,22,112,683395,"p142","star_grey","star","","",NA,1190.70000004768,"fixed_associations","p135-p142","grey",NA
26824,"p135","director",1,24,119,698169,"p142","cross_red","cross","","",NA,1401.90000003576,"fixed_associations","p135-p142","red",NA
26826,"p135","director",1,26,126,712595,"p142","cross_red","cross","","",NA,890.700000047684,"fixed_associations","p135-p142","red",NA
26828,"p135","director",1,28,133,727353,"p142","pentagon_pink","pentagon","","",NA,1443.30000001192,"fixed_associations","p135-p142","pink",NA
26830,"p135","director",1,30,140,741252,"p142","circle_yellow","circle","","",NA,893,"fixed_associations","p135-p142","yellow",NA
26832,"p135","director",1,32,147,755719,"p142","star_grey","star","","",NA,1239.19999998808,"fixed_associations","p135-p142","grey",NA
26834,"p135","director",1,34,154,769698,"p142","circle_yellow","circle","","",NA,1058.69999998808,"fixed_associations","p135-p142","yellow",NA
26836,"p135","director",1,36,161,783779,"p142","cross_red","cross","","",NA,958.600000023842,"fixed_associations","p135-p142","red",NA
26838,"p135","director",1,38,168,798280,"p142","star_grey","star","","",NA,1358.69999998808,"fixed_associations","p135-p142","grey",NA
26840,"p135","director",1,40,175,812694,"p142","pentagon_pink","pentagon","","",NA,1420,"fixed_associations","p135-p142","pink",NA
26842,"p135","director",1,42,182,827587,"p142","pentagon_pink","pentagon","","",NA,1244.30000001192,"fixed_associations","p135-p142","pink",NA
26844,"p135","director",1,44,189,845354,"p142","circle_yellow","circle","","",NA,4203.5,"fixed_associations","p135-p142","yellow",NA
26846,"p135","director",1,46,196,860004,"p142","star_grey","star","","",NA,1958.10000002384,"fixed_associations","p135-p142","grey",NA
26848,"p135","director",1,48,203,874849,"p142","cross_red","cross","","",NA,1576.80000001192,"fixed_associations","p135-p142","red",NA
26850,"p135","director",1,50,210,890299,"p142","star_grey","star","","",NA,1966.69999998808,"fixed_associations","p135-p142","grey",NA
26852,"p135","director",1,52,217,905459,"p142","pentagon_pink","pentagon","","",NA,1281.69999998808,"fixed_associations","p135-p142","pink",NA
26854,"p135","director",1,54,224,920225,"p142","circle_yellow","circle","","",NA,1823.30000001192,"fixed_associations","p135-p142","yellow",NA
26856,"p135","director",1,56,231,935548,"p142","cross_red","cross","","",NA,1982.19999998808,"fixed_associations","p135-p142","red",NA
26858,"p135","director",1,58,238,950807,"p142","circle_yellow","circle","","",NA,1656.5,"fixed_associations","p135-p142","yellow",NA
26860,"p135","director",1,60,245,965596,"p142","cross_red","cross","","",NA,1662,"fixed_associations","p135-p142","red",NA
26862,"p135","director",1,62,252,979932,"p142","pentagon_pink","pentagon","","",NA,1260.19999998808,"fixed_associations","p135-p142","pink",NA
26864,"p135","director",1,64,259,995654,"p142","star_grey","star","","",NA,1441.19999998808,"fixed_associations","p135-p142","grey",NA
26866,"p135","director",1,66,266,1009888,"p142","star_grey","star","","",NA,1716,"fixed_associations","p135-p142","grey",NA
26868,"p135","director",1,68,273,1023583,"p142","cross_red","cross","","",NA,1387.59999996424,"fixed_associations","p135-p142","red",NA
26870,"p135","director",1,70,280,1037251,"p142","pentagon_pink","pentagon","","",NA,1254.10000002384,"fixed_associations","p135-p142","pink",NA
26872,"p135","director",1,72,287,1050559,"p142","circle_yellow","circle","","",NA,1271.5,"fixed_associations","p135-p142","yellow",NA
26874,"p135","director",2,74,296,1150022,"p142","splat_yellow","circle","","",NA,2329.19999998808,"fixed_associations","p135-p142","yellow",1
26876,"p135","director",2,76,303,1167931,"p142","splat_grey","star","","",NA,1657.79999995232,"fixed_associations","p135-p142","grey",1
26878,"p135","director",2,78,310,1186698,"p142","splat_red","cross","","",NA,3292.5,"fixed_associations","p135-p142","red",1
26880,"p135","director",2,80,317,1205307,"p142","splat_pink","pentagon","","",NA,3695.5,"fixed_associations","p135-p142","pink",1
26882,"p135","director",2,82,324,1221835,"p142","splat_grey","star","","",NA,1975.79999995232,"fixed_associations","p135-p142","grey",1
26884,"p135","director",2,84,331,1244681,"p142","splat_yellow","circle","","",NA,6939.30000001192,"fixed_associations","p135-p142","yellow",1
26886,"p135","director",2,86,338,1261861,"p142","splat_pink","pentagon","","",NA,3961.60000002384,"fixed_associations","p135-p142","pink",1
26888,"p135","director",2,88,345,1279759,"p142","splat_red","cross","","",NA,4017.90000003576,"fixed_associations","p135-p142","red",1
