"X","participant_id","exp_trial_type","block_n","trial_n","trial_index","time_elapsed","partner_id","object","label","object_choices","object_selected","score","rt","condition","pair_id","key_feature","predicted"
452,"p003","director",1,52,217,476704,"p043","cross_pink","cross","","",NA,915.800000000047,"fixed_associations","p003-p043","pink",NA
454,"p003","director",1,54,224,488175,"p043","diamond_red","diamond","","",NA,966.5,"fixed_associations","p003-p043","red",NA
456,"p003","director",1,56,231,500151,"p043","star_yellow","star","","",NA,1469.60000000009,"fixed_associations","p003-p043","yellow",NA
458,"p003","director",1,58,238,511699,"p043","square_grey","square","","",NA,1083.89999999991,"fixed_associations","p003-p043","grey",NA
460,"p003","director",1,60,245,523359,"p043","diamond_red","diamond","","",NA,1183,"fixed_associations","p003-p043","red",NA
462,"p003","director",1,62,252,534975,"p043","star_yellow","star","","",NA,996.200000000186,"fixed_associations","p003-p043","yellow",NA
464,"p003","director",1,64,259,547886,"p043","cross_pink","cross","","",NA,1128.10000000009,"fixed_associations","p003-p043","pink",NA
466,"p003","director",1,66,266,559649,"p043","square_grey","square","","",NA,958.699999999721,"fixed_associations","p003-p043","grey",NA
468,"p003","director",1,68,273,571026,"p043","diamond_red","diamond","","",NA,1128,"fixed_associations","p003-p043","red",NA
470,"p003","director",1,70,280,583187,"p043","star_yellow","star","","",NA,1288.29999999981,"fixed_associations","p003-p043","yellow",NA
472,"p003","director",1,72,287,595412,"p043","cross_pink","cross","","",NA,882.5,"fixed_associations","p003-p043","pink",NA
474,"p003","director",2,74,296,624538,"p043","splat_yellow","star","","",NA,4060.5,"fixed_associations","p003-p043","yellow",1
476,"p003","director",2,76,303,639519,"p043","splat_grey","square","","",NA,1325.89999999991,"fixed_associations","p003-p043","grey",1
478,"p003","director",2,78,310,655105,"p043","splat_red","diamond","","",NA,2540.79999999981,"fixed_associations","p003-p043","red",1
480,"p003","director",2,80,317,667284,"p043","splat_pink","cross","","",NA,1054,"fixed_associations","p003-p043","pink",1
482,"p003","director",2,82,324,680034,"p043","splat_grey","square","","",NA,1054.79999999981,"fixed_associations","p003-p043","grey",1
484,"p003","director",2,84,331,692934,"p043","splat_pink","cross","","",NA,1197,"fixed_associations","p003-p043","pink",1
486,"p003","director",2,86,338,705476,"p043","splat_red","diamond","","",NA,1868.59999999963,"fixed_associations","p003-p043","red",1
488,"p003","director",2,88,345,719949,"p043","splat_yellow","star","","",NA,1332.20000000019,"fixed_associations","p003-p043","yellow",1
490,"p003","director",2,90,352,733095,"p043","splat_grey","square","","",NA,1307.29999999981,"fixed_associations","p003-p043","grey",1
492,"p003","director",2,92,359,745744,"p043","splat_pink","cross","","",NA,1172.70000000019,"fixed_associations","p003-p043","pink",1
494,"p003","director",2,94,366,757924,"p043","splat_yellow","star","","",NA,986.100000000093,"fixed_associations","p003-p043","yellow",1
496,"p003","director",2,96,373,772645,"p043","splat_red","diamond","","",NA,1999.30000000028,"fixed_associations","p003-p043","red",1
498,"p003","director",2,98,380,786676,"p043","splat_red","diamond","","",NA,2437.89999999991,"fixed_associations","p003-p043","red",1
500,"p003","director",2,100,387,798986,"p043","splat_yellow","star","","",NA,1077.69999999972,"fixed_associations","p003-p043","yellow",1
502,"p003","director",2,102,394,813363,"p043","splat_pink","cross","","",NA,3811.10000000009,"fixed_associations","p003-p043","pink",1
504,"p003","director",2,104,401,825296,"p043","splat_grey","square","","",NA,1121.5,"fixed_associations","p003-p043","grey",1
506,"p003","director",3,106,408,842340,"p043","star_grey","star","","",NA,3822.19999999972,"fixed_associations","p003-p043","grey",0
508,"p003","director",3,108,415,866252,"p043","star_pink","cross","","",NA,9479.60000000009,"fixed_associations","p003-p043","pink",1
510,"p003","director",3,110,422,883586,"p043","star_red","diamond","","",NA,1937.89999999991,"fixed_associations","p003-p043","red",1
512,"p003","director",3,112,429,900894,"p043","square_yellow","star","","",NA,3452.20000000019,"fixed_associations","p003-p043","yellow",1
514,"p003","director",3,114,436,915390,"p043","star_pink","cross","","",NA,1998.09999999963,"fixed_associations","p003-p043","pink",1
516,"p003","director",3,116,443,933427,"p043","cross_yellow","star","","",NA,1394.39999999991,"fixed_associations","p003-p043","yellow",1
518,"p003","director",3,118,450,947171,"p043","star_red","diamond","","",NA,2079.20000000019,"fixed_associations","p003-p043","red",1
520,"p003","director",3,120,457,971430,"p043","star_grey","square","","",NA,9916.89999999991,"fixed_associations","p003-p043","grey",1
522,"p003","director",3,122,464,990915,"p043","star_pink","cross","","",NA,6425.09999999963,"fixed_associations","p003-p043","pink",1
524,"p003","director",3,124,471,1007688,"p043","diamond_grey","square","","",NA,5041.10000000009,"fixed_associations","p003-p043","grey",1
526,"p003","director",3,126,478,1026937,"p043","star_red","diamond","","",NA,6476.5,"fixed_associations","p003-p043","red",1
528,"p003","director",3,128,485,1042645,"p043","diamond_yellow","star","","",NA,1693.09999999963,"fixed_associations","p003-p043","yellow",1
530,"p003","director",3,130,492,1056793,"p043","star_grey","square","","",NA,2280.80000000028,"fixed_associations","p003-p043","grey",1
532,"p003","director",3,132,499,1069779,"p043","diamond_pink","cross","","",NA,1479.20000000019,"fixed_associations","p003-p043","pink",1
534,"p003","director",3,134,506,1085463,"p043","cross_red","diamond","","",NA,1957.79999999981,"fixed_associations","p003-p043","red",1
536,"p003","director",3,136,513,1098905,"p043","cross_yellow","star","","",NA,1568.29999999981,"fixed_associations","p003-p043","yellow",1
538,"p003","director",4,138,522,1121035,"p043","volcano","diamond","","",NA,2220.79999999981,"fixed_associations","p003-p043","volcano",1
540,"p003","director",4,140,529,1137743,"p043","pig","cross","","",NA,2913.79999999981,"fixed_associations","p003-p043","pig",1
542,"p003","director",4,142,536,1156536,"p043","city","square","","",NA,1169.09999999963,"fixed_associations","p003-p043","city",1
544,"p003","director",4,144,543,1171063,"p043","banana","star","","",NA,1271.09999999963,"fixed_associations","p003-p043","banana",1
546,"p003","director",4,146,550,1184929,"p043","volcano","diamond","","",NA,1222,"fixed_associations","p003-p043","volcano",1
548,"p003","director",4,148,557,1199091,"p043","banana","star","","",NA,1124.5,"fixed_associations","p003-p043","banana",1
550,"p003","director",4,150,564,1211871,"p043","city","square","","",NA,1290.5,"fixed_associations","p003-p043","city",1
552,"p003","director",4,152,571,1226908,"p043","pig","cross","","",NA,1375.20000000019,"fixed_associations","p003-p043","pig",1
554,"p003","director",4,154,578,1239606,"p043","volcano","diamond","","",NA,1212.69999999972,"fixed_associations","p003-p043","volcano",1
556,"p003","director",4,156,585,1252640,"p043","city","square","","",NA,1443.29999999981,"fixed_associations","p003-p043","city",1
558,"p003","director",4,158,592,1266180,"p043","banana","star","","",NA,1179.30000000028,"fixed_associations","p003-p043","banana",1
560,"p003","director",4,160,599,1280336,"p043","pig","cross","","",NA,1522.30000000028,"fixed_associations","p003-p043","pig",1
562,"p003","director",4,162,606,1292623,"p043","banana","star","","",NA,1051.89999999991,"fixed_associations","p003-p043","banana",1
564,"p003","director",4,164,613,1307003,"p043","pig","cross","","",NA,2263.5,"fixed_associations","p003-p043","pig",1
566,"p003","director",4,166,620,1319497,"p043","city","square","","",NA,1490.39999999991,"fixed_associations","p003-p043","city",1
568,"p003","director",4,168,627,1333904,"p043","volcano","diamond","","",NA,2616.69999999972,"fixed_associations","p003-p043","volcano",1
570,"p003","director",5,170,634,1358088,"p043","inlove","cross","","",NA,3784.40000000037,"fixed_associations","p003-p043","inlove",1
572,"p003","director",5,172,641,1376647,"p043","happy","star","","",NA,1989.89999999991,"fixed_associations","p003-p043","happy",1
574,"p003","director",5,174,648,1396371,"p043","angry","square","","",NA,3664.69999999972,"fixed_associations","p003-p043","angry",0
576,"p003","director",5,176,655,1412063,"p043","sad","square","","",NA,1440.5,"fixed_associations","p003-p043","sad",1
578,"p003","director",5,178,662,1425681,"p043","sad","square","","",NA,1839.60000000009,"fixed_associations","p003-p043","sad",1
580,"p003","director",5,180,669,1440240,"p043","happy","star","","",NA,1442.79999999981,"fixed_associations","p003-p043","happy",1
582,"p003","director",5,182,676,1454444,"p043","angry","diamond","","",NA,1964.69999999972,"fixed_associations","p003-p043","angry",1
584,"p003","director",5,184,683,1467465,"p043","inlove","cross","","",NA,1321.80000000028,"fixed_associations","p003-p043","inlove",1
586,"p003","director",5,186,690,1480949,"p043","happy","star","","",NA,1598.80000000028,"fixed_associations","p003-p043","happy",1
588,"p003","director",5,188,697,1494166,"p043","angry","diamond","","",NA,890.299999999814,"fixed_associations","p003-p043","angry",1
590,"p003","director",5,190,704,1507227,"p043","inlove","cross","","",NA,1249.90000000037,"fixed_associations","p003-p043","inlove",1
592,"p003","director",5,192,711,1521604,"p043","sad","square","","",NA,2803.09999999963,"fixed_associations","p003-p043","sad",1
594,"p003","director",5,194,718,1535176,"p043","sad","square","","",NA,1040.89999999991,"fixed_associations","p003-p043","sad",1
596,"p003","director",5,196,725,1548898,"p043","angry","diamond","","",NA,1815.20000000019,"fixed_associations","p003-p043","angry",1
598,"p003","director",5,198,732,1562221,"p043","happy","star","","",NA,1194.5,"fixed_associations","p003-p043","happy",1
600,"p003","director",5,200,739,1576434,"p043","inlove","cross","","",NA,1618.20000000019,"fixed_associations","p003-p043","inlove",1
609,"p004","director",1,9,67,291925,"p081","diamond_yellow","diamond","","",NA,1761.30000000075,"fixed_associations","p004-p081","yellow",NA
611,"p004","director",1,11,74,305161,"p081","pentagon_red","pentagon","","",NA,1313.89999999851,"fixed_associations","p004-p081","red",NA
613,"p004","director",1,13,81,318300,"p081","circle_grey","circle","","",NA,1545.5,"fixed_associations","p004-p081","grey",NA
615,"p004","director",1,15,88,330980,"p081","square_pink","square","","",NA,960.900000002235,"fixed_associations","p004-p081","pink",NA
617,"p004","director",1,17,95,343732,"p081","square_pink","square","","",NA,1277.90000000224,"fixed_associations","p004-p081","pink",NA
619,"p004","director",1,19,102,355847,"p081","pentagon_red","pentagon","","",NA,1509,"fixed_associations","p004-p081","red",NA
621,"p004","director",1,21,109,368581,"p081","diamond_yellow","diamond","","",NA,1447.39999999851,"fixed_associations","p004-p081","yellow",NA
623,"p004","director",1,23,116,381079,"p081","circle_grey","circle","","",NA,1353.5,"fixed_associations","p004-p081","grey",NA
625,"p004","director",1,25,123,393780,"p081","diamond_yellow","diamond","","",NA,1454.89999999851,"fixed_associations","p004-p081","yellow",NA
627,"p004","director",1,27,130,406426,"p081","square_pink","square","","",NA,1257.09999999776,"fixed_associations","p004-p081","pink",NA
629,"p004","director",1,29,137,418945,"p081","pentagon_red","pentagon","","",NA,1432.60000000149,"fixed_associations","p004-p081","red",NA
631,"p004","director",1,31,144,431783,"p081","circle_grey","circle","","",NA,1055.60000000149,"fixed_associations","p004-p081","grey",NA
633,"p004","director",1,33,151,444755,"p081","square_pink","square","","",NA,1132.19999999925,"fixed_associations","p004-p081","pink",NA
635,"p004","director",1,35,158,456988,"p081","diamond_yellow","diamond","","",NA,1382.5,"fixed_associations","p004-p081","yellow",NA
637,"p004","director",1,37,165,469410,"p081","circle_grey","circle","","",NA,1539.79999999702,"fixed_associations","p004-p081","grey",NA
639,"p004","director",1,39,172,480974,"p081","pentagon_red","pentagon","","",NA,1322.40000000224,"fixed_associations","p004-p081","red",NA
641,"p004","director",1,41,179,493526,"p081","circle_grey","circle","","",NA,1048.5,"fixed_associations","p004-p081","grey",NA
643,"p004","director",1,43,186,505895,"p081","square_pink","square","","",NA,1135,"fixed_associations","p004-p081","pink",NA
645,"p004","director",1,45,193,518486,"p081","pentagon_red","pentagon","","",NA,1437.70000000298,"fixed_associations","p004-p081","red",NA
647,"p004","director",1,47,200,531118,"p081","diamond_yellow","diamond","","",NA,1477.19999999925,"fixed_associations","p004-p081","yellow",NA
649,"p004","director",1,49,207,544241,"p081","circle_grey","circle","","",NA,1388.80000000075,"fixed_associations","p004-p081","grey",NA
651,"p004","director",1,51,214,556063,"p081","diamond_yellow","diamond","","",NA,1229.09999999776,"fixed_associations","p004-p081","yellow",NA
653,"p004","director",1,53,221,568463,"p081","pentagon_red","pentagon","","",NA,1037.69999999925,"fixed_associations","p004-p081","red",NA
655,"p004","director",1,55,228,581228,"p081","square_pink","square","","",NA,1306.09999999776,"fixed_associations","p004-p081","pink",NA
657,"p004","director",1,57,235,592960,"p081","square_pink","square","","",NA,1262,"fixed_associations","p004-p081","pink",NA
659,"p004","director",1,59,242,604701,"p081","diamond_yellow","diamond","","",NA,1226.40000000224,"fixed_associations","p004-p081","yellow",NA
661,"p004","director",1,61,249,616616,"p081","pentagon_red","pentagon","","",NA,954.79999999702,"fixed_associations","p004-p081","red",NA
663,"p004","director",1,63,256,629445,"p081","circle_grey","circle","","",NA,1189,"fixed_associations","p004-p081","grey",NA
665,"p004","director",1,65,263,641178,"p081","circle_grey","circle","","",NA,1228,"fixed_associations","p004-p081","grey",NA
667,"p004","director",1,67,270,652950,"p081","pentagon_red","pentagon","","",NA,1038.89999999851,"fixed_associations","p004-p081","red",NA
669,"p004","director",1,69,277,664811,"p081","diamond_yellow","diamond","","",NA,1221.20000000298,"fixed_associations","p004-p081","yellow",NA
671,"p004","director",1,71,284,676528,"p081","square_pink","square","","",NA,959.89999999851,"fixed_associations","p004-p081","pink",NA
673,"p004","director",2,73,293,696089,"p081","splat_grey","square","","",NA,4572.69999999925,"fixed_associations","p004-p081","grey",0
675,"p004","director",2,75,300,720915,"p081","splat_yellow","diamond","","",NA,1727.09999999776,"fixed_associations","p004-p081","yellow",1
677,"p004","director",2,77,307,738288,"p081","splat_pink","circle","","",NA,1973.40000000224,"fixed_associations","p004-p081","pink",0
679,"p004","director",2,79,314,758397,"p081","splat_red","pentagon","","",NA,1729.59999999776,"fixed_associations","p004-p081","red",1
681,"p004","director",2,81,321,774798,"p081","splat_pink","square","","",NA,2152.39999999851,"fixed_associations","p004-p081","pink",1
683,"p004","director",2,83,328,788971,"p081","splat_yellow","diamond","","",NA,1580.5,"fixed_associations","p004-p081","yellow",1
685,"p004","director",2,85,335,805713,"p081","splat_red","pentagon","","",NA,1121.89999999851,"fixed_associations","p004-p081","red",1
687,"p004","director",2,87,342,822711,"p081","splat_grey","circle","","",NA,1833.89999999851,"fixed_associations","p004-p081","grey",1
689,"p004","director",2,89,349,835486,"p081","splat_yellow","diamond","","",NA,1397.5,"fixed_associations","p004-p081","yellow",1
691,"p004","director",2,91,356,849612,"p081","splat_pink","square","","",NA,2115.60000000149,"fixed_associations","p004-p081","pink",1
693,"p004","director",2,93,363,863341,"p081","splat_red","pentagon","","",NA,1201,"fixed_associations","p004-p081","red",1
695,"p004","director",2,95,370,877053,"p081","splat_grey","circle","","",NA,1276.90000000224,"fixed_associations","p004-p081","grey",1
697,"p004","director",2,97,377,890391,"p081","splat_yellow","diamond","","",NA,1620,"fixed_associations","p004-p081","yellow",1
699,"p004","director",2,99,384,903212,"p081","splat_pink","square","","",NA,1542.5,"fixed_associations","p004-p081","pink",1
701,"p004","director",2,101,391,917791,"p081","splat_grey","circle","","",NA,2404.19999999925,"fixed_associations","p004-p081","grey",1
703,"p004","director",2,103,398,930597,"p081","splat_red","pentagon","","",NA,1277.69999999925,"fixed_associations","p004-p081","red",1
